<1556798499> DEBUG: msg: VkClient: sent request: https://api.vk.com/method/groups.getLongPollServer?v=5.90&access_token=d378d1136fb1ec1e8ec80b516656adbf536a3512e74a22d9c106f42389cdb8b654ab109fa286a8393f5c4
<1556799855> DEBUG: msg: VkClient: got response: {"ts":"4444","updates":[]}

<1556799855> DEBUG: msg: VkClient: sent request: https://lp.vk.com/wh180945331?act=a_check&key=da2fba75cc41fa6fca27992f56d61f6c14b97d8c&ts=4444
<1556799856> DEBUG: msg: VkClient: got response: {"ts":"4444","updates":[]}

<1556799856> DEBUG: msg: VkClient: sent request: https://lp.vk.com/wh180945331?act=a_check&key=da2fba75cc41fa6fca27992f56d61f6c14b97d8c&ts=4444
<1556799856> DEBUG: msg: VkClient: got response: {"ts":"4444","updates":[]}

<1556799856> DEBUG: msg: VkClient: sent request: https://lp.vk.com/wh180945331?act=a_check&key=da2fba75cc41fa6fca27992f56d61f6c14b97d8c&ts=4444
<1556799856> DEBUG: msg: VkClient: got response: {"ts":"4444","updates":[]}

<1556799856> DEBUG: msg: VkClient: sent request: https://lp.vk.com/wh180945331?act=a_check&key=da2fba75cc41fa6fca27992f56d61f6c14b97d8c&ts=4444
<1556799856> DEBUG: msg: VkClient: got response: {"ts":"4444","updates":[]}

<1556799856> DEBUG: msg: VkClient: sent request: https://lp.vk.com/wh180945331?act=a_check&key=da2fba75cc41fa6fca27992f56d61f6c14b97d8c&ts=4444
<1556799856> DEBUG: msg: VkClient: got response: {"ts":"4444","updates":[]}

<1556799856> DEBUG: msg: VkClient: sent request: https://lp.vk.com/wh180945331?act=a_check&key=da2fba75cc41fa6fca27992f56d61f6c14b97d8c&ts=4444
<1556799857> DEBUG: msg: VkClient: got response: {"ts":"4444","updates":[]}

<1556799857> DEBUG: msg: VkClient: sent request: https://lp.vk.com/wh180945331?act=a_check&key=da2fba75cc41fa6fca27992f56d61f6c14b97d8c&ts=4444
<1556799857> DEBUG: msg: VkClient: got response: {"ts":"4444","updates":[]}

<1556799857> DEBUG: msg: VkClient: sent request: https://lp.vk.com/wh180945331?act=a_check&key=da2fba75cc41fa6fca27992f56d61f6c14b97d8c&ts=4444
<1556799857> DEBUG: msg: VkClient: got response: {"ts":"4444","updates":[]}

<1556799857> DEBUG: msg: VkClient: sent request: https://lp.vk.com/wh180945331?act=a_check&key=da2fba75cc41fa6fca27992f56d61f6c14b97d8c&ts=4444
<1556799858> DEBUG: msg: VkClient: got response: {"ts":"4444","updates":[]}

<1556799858> DEBUG: msg: VkClient: sent request: https://lp.vk.com/wh180945331?act=a_check&key=da2fba75cc41fa6fca27992f56d61f6c14b97d8c&ts=4444
<1556799858> DEBUG: msg: VkClient: got response: {"ts":"4444","updates":[]}

<1556799858> DEBUG: msg: VkClient: sent request: https://lp.vk.com/wh180945331?act=a_check&key=da2fba75cc41fa6fca27992f56d61f6c14b97d8c&ts=4444
<1556799858> DEBUG: msg: VkClient: got response: {"ts":"4444","updates":[]}

<1556799858> DEBUG: msg: VkClient: sent request: https://lp.vk.com/wh180945331?act=a_check&key=da2fba75cc41fa6fca27992f56d61f6c14b97d8c&ts=4444
<1556799858> DEBUG: msg: VkClient: got response: {"ts":"4444","updates":[]}

<1556799858> DEBUG: msg: VkClient: sent request: https://lp.vk.com/wh180945331?act=a_check&key=da2fba75cc41fa6fca27992f56d61f6c14b97d8c&ts=4444
<1556799858> DEBUG: msg: VkClient: got response: {"ts":"4444","updates":[]}

<1556799858> DEBUG: msg: VkClient: sent request: https://lp.vk.com/wh180945331?act=a_check&key=da2fba75cc41fa6fca27992f56d61f6c14b97d8c&ts=4444
<1556799858> DEBUG: msg: VkClient: got response: {"ts":"4444","updates":[]}

<1556799858> DEBUG: msg: VkClient: sent request: https://lp.vk.com/wh180945331?act=a_check&key=da2fba75cc41fa6fca27992f56d61f6c14b97d8c&ts=4444
<1556799859> DEBUG: msg: VkClient: got response: {"ts":"4444","updates":[]}

<1556799859> DEBUG: msg: VkClient: sent request: https://lp.vk.com/wh180945331?act=a_check&key=da2fba75cc41fa6fca27992f56d61f6c14b97d8c&ts=4444
<1556799859> DEBUG: msg: VkClient: got response: {"ts":"4444","updates":[]}

<1556799859> DEBUG: msg: VkClient: sent request: https://lp.vk.com/wh180945331?act=a_check&key=da2fba75cc41fa6fca27992f56d61f6c14b97d8c&ts=4444
<1556799859> DEBUG: msg: VkClient: got response: {"ts":"4444","updates":[]}

<1556799859> DEBUG: msg: VkClient: sent request: https://lp.vk.com/wh180945331?act=a_check&key=da2fba75cc41fa6fca27992f56d61f6c14b97d8c&ts=4444
<1556799859> DEBUG: msg: VkClient: got response: {"ts":"4444","updates":[]}

<1556799859> DEBUG: msg: VkClient: sent request: https://lp.vk.com/wh180945331?act=a_check&key=da2fba75cc41fa6fca27992f56d61f6c14b97d8c&ts=4444
<1556799859> DEBUG: msg: VkClient: got response: {"ts":"4444","updates":[]}

<1556799859> DEBUG: msg: VkClient: sent request: https://lp.vk.com/wh180945331?act=a_check&key=da2fba75cc41fa6fca27992f56d61f6c14b97d8c&ts=4444
<1556799860> DEBUG: msg: VkClient: got response: {"ts":"4444","updates":[]}

<1556799860> DEBUG: msg: VkClient: sent request: https://lp.vk.com/wh180945331?act=a_check&key=da2fba75cc41fa6fca27992f56d61f6c14b97d8c&ts=4444
<1556799860> DEBUG: msg: VkClient: got response: {"ts":"4444","updates":[]}

<1556799860> DEBUG: msg: VkClient: sent request: https://lp.vk.com/wh180945331?act=a_check&key=da2fba75cc41fa6fca27992f56d61f6c14b97d8c&ts=4444
<1556799860> DEBUG: msg: VkClient: got response: {"ts":"4444","updates":[]}

<1556799860> DEBUG: msg: VkClient: sent request: https://lp.vk.com/wh180945331?act=a_check&key=da2fba75cc41fa6fca27992f56d61f6c14b97d8c&ts=4444
<1556799860> DEBUG: msg: VkClient: got response: {"ts":"4444","updates":[]}

<1556799860> DEBUG: msg: VkClient: sent request: https://lp.vk.com/wh180945331?act=a_check&key=da2fba75cc41fa6fca27992f56d61f6c14b97d8c&ts=4444
<1556799861> DEBUG: msg: VkClient: got response: {"ts":"4444","updates":[]}

<1556799861> DEBUG: msg: VkClient: sent request: https://lp.vk.com/wh180945331?act=a_check&key=da2fba75cc41fa6fca27992f56d61f6c14b97d8c&ts=4444
<1556799861> DEBUG: msg: VkClient: got response: {"ts":"4444","updates":[]}

<1556799861> DEBUG: msg: VkClient: sent request: https://lp.vk.com/wh180945331?act=a_check&key=da2fba75cc41fa6fca27992f56d61f6c14b97d8c&ts=4444
<1556799861> DEBUG: msg: VkClient: got response: {"ts":"4444","updates":[]}

<1556799861> DEBUG: msg: VkClient: sent request: https://lp.vk.com/wh180945331?act=a_check&key=da2fba75cc41fa6fca27992f56d61f6c14b97d8c&ts=4444
<1556799861> DEBUG: msg: VkClient: got response: {"ts":"4444","updates":[]}

<1556799861> DEBUG: msg: VkClient: sent request: https://lp.vk.com/wh180945331?act=a_check&key=da2fba75cc41fa6fca27992f56d61f6c14b97d8c&ts=4444
<1556799861> DEBUG: msg: VkClient: got response: {"ts":"4444","updates":[]}

<1556799861> DEBUG: msg: VkClient: sent request: https://lp.vk.com/wh180945331?act=a_check&key=da2fba75cc41fa6fca27992f56d61f6c14b97d8c&ts=4444
<1556799862> DEBUG: msg: VkClient: got response: {"ts":"4444","updates":[]}

<1556799862> DEBUG: msg: VkClient: sent request: https://lp.vk.com/wh180945331?act=a_check&key=da2fba75cc41fa6fca27992f56d61f6c14b97d8c&ts=4444
<1556799862> DEBUG: msg: VkClient: got response: {"ts":"4444","updates":[]}

<1556799862> DEBUG: msg: VkClient: sent request: https://lp.vk.com/wh180945331?act=a_check&key=da2fba75cc41fa6fca27992f56d61f6c14b97d8c&ts=4444
<1556799862> DEBUG: msg: VkClient: got response: {"ts":"4444","updates":[]}

<1556799862> DEBUG: msg: VkClient: sent request: https://lp.vk.com/wh180945331?act=a_check&key=da2fba75cc41fa6fca27992f56d61f6c14b97d8c&ts=4444
<1556799862> DEBUG: msg: VkClient: got response: {"ts":"4444","updates":[]}

<1556799862> DEBUG: msg: VkClient: sent request: https://lp.vk.com/wh180945331?act=a_check&key=da2fba75cc41fa6fca27992f56d61f6c14b97d8c&ts=4444
<1556799862> DEBUG: msg: VkClient: got response: {"ts":"4444","updates":[]}

<1556799862> DEBUG: msg: VkClient: sent request: https://lp.vk.com/wh180945331?act=a_check&key=da2fba75cc41fa6fca27992f56d61f6c14b97d8c&ts=4444
<1556799862> DEBUG: msg: VkClient: got response: {"ts":"4444","updates":[]}

<1556799862> DEBUG: msg: VkClient: sent request: https://lp.vk.com/wh180945331?act=a_check&key=da2fba75cc41fa6fca27992f56d61f6c14b97d8c&ts=4444
<1556799863> DEBUG: msg: VkClient: got response: {"ts":"4444","updates":[]}

<1556799863> DEBUG: msg: VkClient: sent request: https://lp.vk.com/wh180945331?act=a_check&key=da2fba75cc41fa6fca27992f56d61f6c14b97d8c&ts=4444
<1556799863> DEBUG: msg: VkClient: got response: {"ts":"4444","updates":[]}

<1556799863> DEBUG: msg: VkClient: sent request: https://lp.vk.com/wh180945331?act=a_check&key=da2fba75cc41fa6fca27992f56d61f6c14b97d8c&ts=4444
<1556799863> DEBUG: msg: VkClient: got response: {"ts":"4444","updates":[]}

<1556799863> DEBUG: msg: VkClient: sent request: https://lp.vk.com/wh180945331?act=a_check&key=da2fba75cc41fa6fca27992f56d61f6c14b97d8c&ts=4444
<1556799863> DEBUG: msg: VkClient: got response: {"ts":"4444","updates":[]}

<1556799863> DEBUG: msg: VkClient: sent request: https://lp.vk.com/wh180945331?act=a_check&key=da2fba75cc41fa6fca27992f56d61f6c14b97d8c&ts=4444
<1556799863> DEBUG: msg: VkClient: got response: {"ts":"4444","updates":[]}

<1556799863> DEBUG: msg: VkClient: sent request: https://lp.vk.com/wh180945331?act=a_check&key=da2fba75cc41fa6fca27992f56d61f6c14b97d8c&ts=4444
<1556799864> DEBUG: msg: VkClient: got response: {"ts":"4444","updates":[]}

<1556799864> DEBUG: msg: VkClient: sent request: https://lp.vk.com/wh180945331?act=a_check&key=da2fba75cc41fa6fca27992f56d61f6c14b97d8c&ts=4444
<1556799864> DEBUG: msg: VkClient: got response: {"ts":"4444","updates":[]}

<1556799864> DEBUG: msg: VkClient: sent request: https://lp.vk.com/wh180945331?act=a_check&key=da2fba75cc41fa6fca27992f56d61f6c14b97d8c&ts=4444
<1556799864> DEBUG: msg: VkClient: got response: {"ts":"4444","updates":[]}

<1556799864> DEBUG: msg: VkClient: sent request: https://lp.vk.com/wh180945331?act=a_check&key=da2fba75cc41fa6fca27992f56d61f6c14b97d8c&ts=4444
<1556799864> DEBUG: msg: VkClient: got response: {"ts":"4444","updates":[]}

<1556799864> DEBUG: msg: VkClient: sent request: https://lp.vk.com/wh180945331?act=a_check&key=da2fba75cc41fa6fca27992f56d61f6c14b97d8c&ts=4444
<1556799864> DEBUG: msg: VkClient: got response: {"ts":"4444","updates":[]}

<1556799864> DEBUG: msg: VkClient: sent request: https://lp.vk.com/wh180945331?act=a_check&key=da2fba75cc41fa6fca27992f56d61f6c14b97d8c&ts=4444
<1556799864> DEBUG: msg: VkClient: got response: {"ts":"4444","updates":[]}

<1556799864> DEBUG: msg: VkClient: sent request: https://lp.vk.com/wh180945331?act=a_check&key=da2fba75cc41fa6fca27992f56d61f6c14b97d8c&ts=4444
<1556799865> DEBUG: msg: VkClient: got response: {"ts":"4444","updates":[]}

<1556799865> DEBUG: msg: VkClient: sent request: https://lp.vk.com/wh180945331?act=a_check&key=da2fba75cc41fa6fca27992f56d61f6c14b97d8c&ts=4444
<1556799865> DEBUG: msg: VkClient: got response: {"ts":"4444","updates":[]}

<1556799865> DEBUG: msg: VkClient: sent request: https://lp.vk.com/wh180945331?act=a_check&key=da2fba75cc41fa6fca27992f56d61f6c14b97d8c&ts=4444
<1556799865> DEBUG: msg: VkClient: got response: {"ts":"4444","updates":[]}

<1556799865> DEBUG: msg: VkClient: sent request: https://lp.vk.com/wh180945331?act=a_check&key=da2fba75cc41fa6fca27992f56d61f6c14b97d8c&ts=4444
<1556799865> DEBUG: msg: VkClient: got response: {"ts":"4444","updates":[]}

<1556799865> DEBUG: msg: VkClient: sent request: https://lp.vk.com/wh180945331?act=a_check&key=da2fba75cc41fa6fca27992f56d61f6c14b97d8c&ts=4444
<1556799866> DEBUG: msg: VkClient: got response: {"ts":"4444","updates":[]}

<1556799866> DEBUG: msg: VkClient: sent request: https://lp.vk.com/wh180945331?act=a_check&key=da2fba75cc41fa6fca27992f56d61f6c14b97d8c&ts=4444
<1556799866> DEBUG: msg: VkClient: got response: {"ts":"4444","updates":[]}

<1556799866> DEBUG: msg: VkClient: sent request: https://lp.vk.com/wh180945331?act=a_check&key=da2fba75cc41fa6fca27992f56d61f6c14b97d8c&ts=4444
<1556799866> DEBUG: msg: VkClient: got response: {"ts":"4444","updates":[]}

<1556799866> DEBUG: msg: VkClient: sent request: https://lp.vk.com/wh180945331?act=a_check&key=da2fba75cc41fa6fca27992f56d61f6c14b97d8c&ts=4444
<1556799866> DEBUG: msg: VkClient: got response: {"ts":"4444","updates":[]}

<1556799866> DEBUG: msg: VkClient: sent request: https://lp.vk.com/wh180945331?act=a_check&key=da2fba75cc41fa6fca27992f56d61f6c14b97d8c&ts=4444
<1556799866> DEBUG: msg: VkClient: got response: {"ts":"4444","updates":[]}

<1556799866> DEBUG: msg: VkClient: sent request: https://lp.vk.com/wh180945331?act=a_check&key=da2fba75cc41fa6fca27992f56d61f6c14b97d8c&ts=4444
<1556799866> DEBUG: msg: VkClient: got response: {"ts":"4444","updates":[]}

<1556799866> DEBUG: msg: VkClient: sent request: https://lp.vk.com/wh180945331?act=a_check&key=da2fba75cc41fa6fca27992f56d61f6c14b97d8c&ts=4444
<1556799867> DEBUG: msg: VkClient: got response: {"ts":"4444","updates":[]}

<1556799867> DEBUG: msg: VkClient: sent request: https://lp.vk.com/wh180945331?act=a_check&key=da2fba75cc41fa6fca27992f56d61f6c14b97d8c&ts=4444
<1556799867> DEBUG: msg: VkClient: got response: {"ts":"4444","updates":[]}

<1556799867> DEBUG: msg: VkClient: sent request: https://lp.vk.com/wh180945331?act=a_check&key=da2fba75cc41fa6fca27992f56d61f6c14b97d8c&ts=4444
<1556799867> DEBUG: msg: VkClient: got response: {"ts":"4444","updates":[]}

<1556799867> DEBUG: msg: VkClient: sent request: https://lp.vk.com/wh180945331?act=a_check&key=da2fba75cc41fa6fca27992f56d61f6c14b97d8c&ts=4444
<1556799867> DEBUG: msg: VkClient: got response: {"ts":"4444","updates":[]}

<1556799867> DEBUG: msg: VkClient: sent request: https://lp.vk.com/wh180945331?act=a_check&key=da2fba75cc41fa6fca27992f56d61f6c14b97d8c&ts=4444
<1556799867> DEBUG: msg: VkClient: got response: {"ts":"4444","updates":[]}

<1556799867> DEBUG: msg: VkClient: sent request: https://lp.vk.com/wh180945331?act=a_check&key=da2fba75cc41fa6fca27992f56d61f6c14b97d8c&ts=4444
<1556799867> DEBUG: msg: VkClient: got response: {"ts":"4444","updates":[]}

<1556799867> DEBUG: msg: VkClient: sent request: https://lp.vk.com/wh180945331?act=a_check&key=da2fba75cc41fa6fca27992f56d61f6c14b97d8c&ts=4444
<1556799868> DEBUG: msg: VkClient: got response: {"ts":"4444","updates":[]}

<1556799868> DEBUG: msg: VkClient: sent request: https://lp.vk.com/wh180945331?act=a_check&key=da2fba75cc41fa6fca27992f56d61f6c14b97d8c&ts=4444
<1556799868> DEBUG: msg: VkClient: got response: {"ts":"4444","updates":[]}

<1556799868> DEBUG: msg: VkClient: sent request: https://lp.vk.com/wh180945331?act=a_check&key=da2fba75cc41fa6fca27992f56d61f6c14b97d8c&ts=4444
<1556799868> DEBUG: msg: VkClient: got response: {"ts":"4444","updates":[]}

<1556799868> DEBUG: msg: VkClient: sent request: https://lp.vk.com/wh180945331?act=a_check&key=da2fba75cc41fa6fca27992f56d61f6c14b97d8c&ts=4444
<1556799868> DEBUG: msg: VkClient: got response: {"ts":"4444","updates":[]}

<1556799868> DEBUG: msg: VkClient: sent request: https://lp.vk.com/wh180945331?act=a_check&key=da2fba75cc41fa6fca27992f56d61f6c14b97d8c&ts=4444
<1556799868> DEBUG: msg: VkClient: got response: {"ts":"4444","updates":[]}

<1556799868> DEBUG: msg: VkClient: sent request: https://lp.vk.com/wh180945331?act=a_check&key=da2fba75cc41fa6fca27992f56d61f6c14b97d8c&ts=4444
<1556799869> DEBUG: msg: VkClient: got response: {"ts":"4444","updates":[]}

<1556799869> DEBUG: msg: VkClient: sent request: https://lp.vk.com/wh180945331?act=a_check&key=da2fba75cc41fa6fca27992f56d61f6c14b97d8c&ts=4444
<1556799869> DEBUG: msg: VkClient: got response: {"ts":"4444","updates":[]}

<1556799869> DEBUG: msg: VkClient: sent request: https://lp.vk.com/wh180945331?act=a_check&key=da2fba75cc41fa6fca27992f56d61f6c14b97d8c&ts=4444
<1556799869> DEBUG: msg: VkClient: got response: {"ts":"4444","updates":[]}

<1556799869> DEBUG: msg: VkClient: sent request: https://lp.vk.com/wh180945331?act=a_check&key=da2fba75cc41fa6fca27992f56d61f6c14b97d8c&ts=4444
<1556799869> DEBUG: msg: VkClient: got response: {"ts":"4444","updates":[]}

<1556799869> DEBUG: msg: VkClient: sent request: https://lp.vk.com/wh180945331?act=a_check&key=da2fba75cc41fa6fca27992f56d61f6c14b97d8c&ts=4444
<1556799870> DEBUG: msg: VkClient: got response: {"ts":"4444","updates":[]}

<1556799870> DEBUG: msg: VkClient: sent request: https://lp.vk.com/wh180945331?act=a_check&key=da2fba75cc41fa6fca27992f56d61f6c14b97d8c&ts=4444
<1556799870> DEBUG: msg: VkClient: got response: {"ts":"4444","updates":[]}

<1556799870> DEBUG: msg: VkClient: sent request: https://lp.vk.com/wh180945331?act=a_check&key=da2fba75cc41fa6fca27992f56d61f6c14b97d8c&ts=4444
<1556799871> DEBUG: msg: VkClient: got response: {"ts":"4444","updates":[]}

<1556799871> DEBUG: msg: VkClient: sent request: https://lp.vk.com/wh180945331?act=a_check&key=da2fba75cc41fa6fca27992f56d61f6c14b97d8c&ts=4444
<1556799871> DEBUG: msg: VkClient: got response: {"ts":"4444","updates":[]}

<1556799871> DEBUG: msg: VkClient: sent request: https://lp.vk.com/wh180945331?act=a_check&key=da2fba75cc41fa6fca27992f56d61f6c14b97d8c&ts=4444
<1556799871> DEBUG: msg: VkClient: got response: {"ts":"4444","updates":[]}

<1556799871> DEBUG: msg: VkClient: sent request: https://lp.vk.com/wh180945331?act=a_check&key=da2fba75cc41fa6fca27992f56d61f6c14b97d8c&ts=4444
<1556799871> DEBUG: msg: VkClient: got response: {"ts":"4444","updates":[]}

<1556799871> DEBUG: msg: VkClient: sent request: https://lp.vk.com/wh180945331?act=a_check&key=da2fba75cc41fa6fca27992f56d61f6c14b97d8c&ts=4444
<1556799872> DEBUG: msg: VkClient: got response: {"ts":"4444","updates":[]}

<1556799872> DEBUG: msg: VkClient: sent request: https://lp.vk.com/wh180945331?act=a_check&key=da2fba75cc41fa6fca27992f56d61f6c14b97d8c&ts=4444
<1556799872> DEBUG: msg: VkClient: got response: {"ts":"4444","updates":[]}

<1556799872> DEBUG: msg: VkClient: sent request: https://lp.vk.com/wh180945331?act=a_check&key=da2fba75cc41fa6fca27992f56d61f6c14b97d8c&ts=4444
<1556799872> DEBUG: msg: VkClient: got response: {"ts":"4444","updates":[]}

<1556799872> DEBUG: msg: VkClient: sent request: https://lp.vk.com/wh180945331?act=a_check&key=da2fba75cc41fa6fca27992f56d61f6c14b97d8c&ts=4444
<1556799872> DEBUG: msg: VkClient: got response: {"ts":"4444","updates":[]}

<1556799872> DEBUG: msg: VkClient: sent request: https://lp.vk.com/wh180945331?act=a_check&key=da2fba75cc41fa6fca27992f56d61f6c14b97d8c&ts=4444
<1556799872> DEBUG: msg: VkClient: got response: {"ts":"4444","updates":[]}

<1556799872> DEBUG: msg: VkClient: sent request: https://lp.vk.com/wh180945331?act=a_check&key=da2fba75cc41fa6fca27992f56d61f6c14b97d8c&ts=4444
<1556799873> DEBUG: msg: VkClient: got response: {"ts":"4444","updates":[]}

<1556799873> DEBUG: msg: VkClient: sent request: https://lp.vk.com/wh180945331?act=a_check&key=da2fba75cc41fa6fca27992f56d61f6c14b97d8c&ts=4444
<1556799873> DEBUG: msg: VkClient: got response: {"ts":"4444","updates":[]}

<1556799873> DEBUG: msg: VkClient: sent request: https://lp.vk.com/wh180945331?act=a_check&key=da2fba75cc41fa6fca27992f56d61f6c14b97d8c&ts=4444
<1556799873> DEBUG: msg: VkClient: got response: {"ts":"4444","updates":[]}

<1556799873> DEBUG: msg: VkClient: sent request: https://lp.vk.com/wh180945331?act=a_check&key=da2fba75cc41fa6fca27992f56d61f6c14b97d8c&ts=4444
<1556799873> DEBUG: msg: VkClient: got response: {"ts":"4444","updates":[]}

<1556799873> DEBUG: msg: VkClient: sent request: https://lp.vk.com/wh180945331?act=a_check&key=da2fba75cc41fa6fca27992f56d61f6c14b97d8c&ts=4444
<1556799873> DEBUG: msg: VkClient: got response: {"ts":"4444","updates":[]}

<1556799873> DEBUG: msg: VkClient: sent request: https://lp.vk.com/wh180945331?act=a_check&key=da2fba75cc41fa6fca27992f56d61f6c14b97d8c&ts=4444
<1556799874> DEBUG: msg: VkClient: got response: {"ts":"4444","updates":[]}

<1556799874> DEBUG: msg: VkClient: sent request: https://lp.vk.com/wh180945331?act=a_check&key=da2fba75cc41fa6fca27992f56d61f6c14b97d8c&ts=4444
<1556799874> DEBUG: msg: VkClient: got response: {"ts":"4444","updates":[]}

<1556799874> DEBUG: msg: VkClient: sent request: https://lp.vk.com/wh180945331?act=a_check&key=da2fba75cc41fa6fca27992f56d61f6c14b97d8c&ts=4444
<1556799874> DEBUG: msg: VkClient: got response: {"ts":"4444","updates":[]}

<1556799874> DEBUG: msg: VkClient: sent request: https://lp.vk.com/wh180945331?act=a_check&key=da2fba75cc41fa6fca27992f56d61f6c14b97d8c&ts=4444
<1556799874> DEBUG: msg: VkClient: got response: {"ts":"4444","updates":[]}

<1556799874> DEBUG: msg: VkClient: sent request: https://lp.vk.com/wh180945331?act=a_check&key=da2fba75cc41fa6fca27992f56d61f6c14b97d8c&ts=4444
<1556799875> DEBUG: msg: VkClient: got response: {"ts":"4444","updates":[]}

<1556799875> DEBUG: msg: VkClient: sent request: https://lp.vk.com/wh180945331?act=a_check&key=da2fba75cc41fa6fca27992f56d61f6c14b97d8c&ts=4444
<1556799875> DEBUG: msg: VkClient: got response: {"ts":"4444","updates":[]}

<1556799875> DEBUG: msg: VkClient: sent request: https://lp.vk.com/wh180945331?act=a_check&key=da2fba75cc41fa6fca27992f56d61f6c14b97d8c&ts=4444
<1556799875> DEBUG: msg: VkClient: got response: {"ts":"4444","updates":[]}

<1556799875> DEBUG: msg: VkClient: sent request: https://lp.vk.com/wh180945331?act=a_check&key=da2fba75cc41fa6fca27992f56d61f6c14b97d8c&ts=4444
<1556799876> DEBUG: msg: VkClient: got response: {"ts":"4444","updates":[]}

<1556799876> DEBUG: msg: VkClient: sent request: https://lp.vk.com/wh180945331?act=a_check&key=da2fba75cc41fa6fca27992f56d61f6c14b97d8c&ts=4444
<1556799876> DEBUG: msg: VkClient: got response: {"ts":"4444","updates":[]}

<1556799876> DEBUG: msg: VkClient: sent request: https://lp.vk.com/wh180945331?act=a_check&key=da2fba75cc41fa6fca27992f56d61f6c14b97d8c&ts=4444
<1556799877> DEBUG: msg: VkClient: got response: {"ts":"4445","updates":[{"type":"message_new","object":{"date":1556799877,"from_id":406622200,"id":0,"out":0,"peer_id":2000000001,"text":"Label: RECEIVED_EVENT\nFile: \/home\/freezemage\/PhpstormProjects\/vkconfabot3\/bot\/application.php; Line: 26\narray(1) {\n [0]=>\n object(stdClass)#6 (3) {\n [\"type\"]=>\n string(11) \"message_new\"\n [\"object\"]=>\n object(stdClass)#5 (13) {\n [\"date\"]=>\n int(1556799847)\n [\"from_id\"]=>\n int(406622200)\n [\"id\"]=>\n int(0)\n [\"out\"]=>\n int(0)\n [\"peer_id\"]=>\n int(2000000001)\n [\"text\"]=>\n string(0) \"\"\n [\"conversation_message_id\"]=>\n int(1780)\n [\"action\"]=>\n object(stdClass)#4 (2) {\n [\"type\"]=>\n string(16) \"chat_invite_user\"\n [\"member_id\"]=>\n int(-180945331)\n }\n [\"fwd_messages\"]=>\n array(0) {\n }\n [\"important\"]=>\n bool(false)\n [\"random_id\"]=>\n int(0)\n [\"attachments\"]=>\n array(0) {\n }\n [\"is_hidden\"]=>\n bool(false)\n }\n [\"group_id\"]=>\n int(180945331)\n }\n}","conversation_message_id":1781,"fwd_messages":[],"important":false,"random_id":0,"attachments":[],"is_hidden":false},"group_id":180945331}]}

<1556799877> DEBUG: msg: VkClient: sent request: https://lp.vk.com/wh180945331?act=a_check&key=da2fba75cc41fa6fca27992f56d61f6c14b97d8c&ts=4445
<1556799877> DEBUG: msg: VkClient: got response: {"ts":"4445","updates":[]}

<1556799877> DEBUG: msg: VkClient: sent request: https://lp.vk.com/wh180945331?act=a_check&key=da2fba75cc41fa6fca27992f56d61f6c14b97d8c&ts=4445
<1556799877> DEBUG: msg: VkClient: got response: {"ts":"4445","updates":[]}

<1556799877> DEBUG: msg: VkClient: sent request: https://lp.vk.com/wh180945331?act=a_check&key=da2fba75cc41fa6fca27992f56d61f6c14b97d8c&ts=4445
<1556799877> DEBUG: msg: VkClient: got response: {"ts":"4445","updates":[]}

<1556799877> DEBUG: msg: VkClient: sent request: https://lp.vk.com/wh180945331?act=a_check&key=da2fba75cc41fa6fca27992f56d61f6c14b97d8c&ts=4445
<1556799878> DEBUG: msg: VkClient: got response: {"ts":"4445","updates":[]}

<1556799878> DEBUG: msg: VkClient: sent request: https://lp.vk.com/wh180945331?act=a_check&key=da2fba75cc41fa6fca27992f56d61f6c14b97d8c&ts=4445
<1556799878> DEBUG: msg: VkClient: got response: {"ts":"4445","updates":[]}

<1556799878> DEBUG: msg: VkClient: sent request: https://lp.vk.com/wh180945331?act=a_check&key=da2fba75cc41fa6fca27992f56d61f6c14b97d8c&ts=4445
<1556799878> DEBUG: msg: VkClient: got response: {"ts":"4445","updates":[]}

<1556799878> DEBUG: msg: VkClient: sent request: https://lp.vk.com/wh180945331?act=a_check&key=da2fba75cc41fa6fca27992f56d61f6c14b97d8c&ts=4445
<1556799878> DEBUG: msg: VkClient: got response: {"ts":"4445","updates":[]}

<1556799878> DEBUG: msg: VkClient: sent request: https://lp.vk.com/wh180945331?act=a_check&key=da2fba75cc41fa6fca27992f56d61f6c14b97d8c&ts=4445
<1556799879> DEBUG: msg: VkClient: got response: {"ts":"4445","updates":[]}

<1556799879> DEBUG: msg: VkClient: sent request: https://lp.vk.com/wh180945331?act=a_check&key=da2fba75cc41fa6fca27992f56d61f6c14b97d8c&ts=4445
<1556799879> DEBUG: msg: VkClient: got response: {"ts":"4445","updates":[]}

<1556799879> DEBUG: msg: VkClient: sent request: https://lp.vk.com/wh180945331?act=a_check&key=da2fba75cc41fa6fca27992f56d61f6c14b97d8c&ts=4445
<1556799879> DEBUG: msg: VkClient: got response: {"ts":"4445","updates":[]}

<1556799879> DEBUG: msg: VkClient: sent request: https://lp.vk.com/wh180945331?act=a_check&key=da2fba75cc41fa6fca27992f56d61f6c14b97d8c&ts=4445
<1556799879> DEBUG: msg: VkClient: got response: {"ts":"4445","updates":[]}

